nct_id,condition_preferred,mesh_broad,mesh_broad_label
NCT02835534,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT02937701,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00000476,Heart Failure,C14.280.434,Heart Failure
NCT00036439,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00038961,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00064428,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00087529,Multiple Sclerosis,C10.314.350.500,Multiple Sclerosis
NCT00090103,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00092638,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00092768,Osteoarthritis,C05.550.114,Arthritis
NCT00096980,Psoriasis,C17.800.859.675,Psoriasis
NCT00097084,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00099866,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00099892,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00101751,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00101803,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00102388,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00103857,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00110240,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00120003,Stroke,C14.907.253.855,Stroke
NCT00125918,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT00138567,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00138580,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00139386,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00139386,Hypertension,C14.907.489,Hypertension
NCT00145327,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00151827,Hypertension,C14.907.489,Hypertension
NCT00168792,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00174668,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00175032,Osteoarthritis,C05.550.114,Arthritis
NCT00186901,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00195494,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00195702,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00207662,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00212667,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00220233,Hypertension,C14.907.489,Hypertension
NCT00222261,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00222261,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00229424,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00232050,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00242411,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00249795,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00250679,Bronchitis,C08.381.495,"Lung Diseases, Obstructive"
NCT00252668,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00253188,Alzheimer Disease,C10.228.140.380,Dementia
NCT00257686,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00273299,Hypertension,C14.907.489,Hypertension
NCT00274014,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00277394,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00285519,Hypertension,C14.907.489,Hypertension
NCT00289848,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00309738,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00309777,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00318422,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00322257,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00327145,Hypertension,C14.907.489,Hypertension
NCT00327418,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00332020,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00353912,Hypertension,C14.907.489,Hypertension
NCT00365950,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00365950,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00376272,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00379249,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00383240,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00385138,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00385138,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00395512,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00396227,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00406419,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00414609,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00430729,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00451412,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00452699,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00463866,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00480805,Hypertension,C14.907.489,Hypertension
NCT00480805,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00542087,Osteoarthritis,C05.550.114,Arthritis
NCT00553267,Hypertension,C14.907.489,Hypertension
NCT00624338,"Lupus Erythematosus, Systemic",C20.111.590,"Lupus Erythematosus, Systemic"
NCT00628342,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00641056,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00641914,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00687973,Hypertension,C14.907.489,Hypertension
NCT00696241,Hypertension,C14.907.489,Hypertension
NCT00754403,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00783224,Rhinitis,C08.460.799,Rhinitis
NCT00810199,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00831441,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00859183,Coronary Restenosis,C14.280.647,Myocardial Ischemia
NCT00862420,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00917254,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00931710,Hypertension,C14.907.489,Hypertension
NCT00954447,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00960661,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00979589,"Ischemic Attack, Transient",C14.907.253.092,Brain Ischemia
NCT00979589,Stroke,C14.907.253.855,Stroke
NCT01045161,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01068600,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01068678,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01087723,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01106014,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT01106651,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01114880,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT01118312,Rhinitis,C08.460.799,Rhinitis
NCT01118312,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01130246,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01209702,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT01212770,Psoriasis,C17.800.859.675,Psoriasis
NCT01296412,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01306214,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01318070,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01345916,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01376245,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01422876,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01462942,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01470053,Rhinitis,C08.460.799,Rhinitis
NCT01493531,Gout,C05.550.114,Arthritis
NCT01566604,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01663402,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01708603,Psoriasis,C17.800.859.675,Psoriasis
NCT01714817,Lupus Nephritis,C20.111.590,"Lupus Erythematosus, Systemic"
NCT01730534,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01774474,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT01850615,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01854658,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01860729,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01870778,Heart Failure,C14.280.434,Heart Failure
NCT01914757,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01986855,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02074982,Psoriasis,C17.800.859.675,Psoriasis
NCT02085161,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02094937,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02164864,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT02172573,Parkinson Disease,C10.574.812,Parkinson Disease
NCT02177500,Hypertension,C14.907.489,Hypertension
NCT02181998,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT02194205,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02227550,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT02229227,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02244229,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT02343926,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02420262,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02741245,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00043784,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00043784,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00049829,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00073372,Brain Ischemia,C14.907.253.092,Brain Ischemia
NCT00076076,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00092625,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00092651,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00118703,Rhinitis,C08.460.799,Rhinitis
NCT00121641,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00129233,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00129233,Hypertension,C14.907.489,Hypertension
NCT00133692,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00133692,Hypertension,C14.907.489,Hypertension
NCT00139815,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00143481,Urinary Incontinence,C23.888.942.343.800,Urinary Incontinence
NCT00144508,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00145210,Hypertension,C14.907.489,Hypertension
NCT00163358,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00168844,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00174681,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00175903,Epilepsy,C10.228.140.490,Epilepsy
NCT00184665,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00185172,Hypertension,C14.907.489,Hypertension
NCT00202020,Cerebral Infarction,C14.907.253.855,Stroke
NCT00216892,Psoriasis,C17.800.859.675,Psoriasis
NCT00219089,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00219089,Hypertension,C14.907.489,Hypertension
NCT00224107,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00233441,Atrial Flutter,C14.280.067,"Arrhythmias, Cardiac"
NCT00233441,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00236574,Alzheimer Disease,C10.228.140.380,Dementia
NCT00244556,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00246909,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00247962,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT00259792,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00261573,"Dementia, Vascular",C10.228.140.380,Dementia
NCT00261573,Alzheimer Disease,C10.228.140.380,Dementia
NCT00267215,Osteoarthritis,C05.550.114,Arthritis
NCT00294710,Hypertension,C14.907.489,Hypertension
NCT00299013,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00301574,Alzheimer Disease,C10.228.140.380,Dementia
NCT00307437,Psoriasis,C17.800.859.675,Psoriasis
NCT00312104,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00314158,Ocular Hypertension,C11.525,Ocular Hypertension
NCT00325676,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00328627,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00358176,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00365170,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00371683,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00371683,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00372216,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00383136,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00394199,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00422227,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00423995,Rhinitis,C08.460.799,Rhinitis
NCT00476996,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00485589,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00499707,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00531817,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00546507,Osteoarthritis,C05.550.114,Arthritis
NCT00560417,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00571649,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00591266,Hypertension,C14.907.489,Hypertension
NCT00602472,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00604253,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00620542,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00646594,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00649025,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00664534,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00751829,Hypertension,C14.907.489,Hypertension
NCT00766545,Cerebral Infarction,C14.907.253.855,Stroke
NCT00777946,Hypertension,C14.907.489,Hypertension
NCT00789750,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00792727,Osteoarthritis,C05.550.114,Arthritis
NCT00821977,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00823992,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00846586,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00849017,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00856206,Gout,C05.550.114,Arthritis
NCT00872001,Stroke,C14.907.253.855,Stroke
NCT00872001,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00885352,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00902538,Hypertension,C14.907.489,Hypertension
NCT00911547,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00926289,Hypertension,C14.907.489,Hypertension
NCT00929864,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00935532,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00970489,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00970632,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00972283,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00976391,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00993109,Hypertension,C14.907.489,Hypertension
NCT01009086,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01021735,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01031680,Hypertension,C14.907.489,Hypertension
NCT01031680,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01051011,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01054885,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01059799,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01075282,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01076075,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01121835,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01175811,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01181167,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT01181895,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01290874,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01462266,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01462929,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01486940,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT01499953,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT01519518,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01556997,Hypertension,C14.907.489,Hypertension
NCT01610037,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01633112,Multiple Sclerosis,C10.314.350.500,Multiple Sclerosis
NCT01712516,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01717300,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01732770,Osteoporosis,C05.116.198.579,Osteoporosis
NCT01758198,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01777334,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01822808,Heart Failure,C14.280.434,Heart Failure
NCT01880216,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT01882439,Psoriasis,C17.800.859.675,Psoriasis
NCT01966107,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01976208,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02099110,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02104674,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02105961,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02121613,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT02177461,Hypertension,C14.907.489,Hypertension
NCT02254291,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02281318,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02453685,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02584855,Psoriasis,C17.800.859.675,Psoriasis
NCT02672852,Psoriasis,C17.800.859.675,Psoriasis
NCT02730377,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02738632,Hypertension,C14.907.489,Hypertension
NCT02906930,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT03021187,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00000609,Heart Failure,C14.280.434,Heart Failure
NCT00034840,Hypertension,C14.907.489,Hypertension
NCT00046748,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00059306,Hypertension,C14.907.489,Hypertension
NCT00079638,Stroke,C14.907.253.855,Stroke
NCT00079638,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00089804,Lupus Nephritis,C20.111.590,"Lupus Erythematosus, Systemic"
NCT00092690,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00093899,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00097786,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00099853,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00102466,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00106340,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00109408,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00110435,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00110435,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00153062,Stroke,C14.907.253.855,Stroke
NCT00163527,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00166530,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00175019,Gout,C05.550.114,Arthritis
NCT00202878,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00202878,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00203658,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00203658,Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00206167,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00219115,Hypertension,C14.907.489,Hypertension
NCT00219141,Hypertension,C14.907.489,Hypertension
NCT00219180,Hypertension,C14.907.489,Hypertension
NCT00237887,Psoriasis,C17.800.859.675,Psoriasis
NCT00238784,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00252824,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00271817,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00274612,Hypertension,C14.907.489,Hypertension
NCT00276484,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00295633,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00314860,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT00328692,Heart Failure,C14.280.434,Heart Failure
NCT00343980,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00346216,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00347360,Hypertension,C14.907.489,Hypertension
NCT00361530,Stroke,C14.907.253.855,Stroke
NCT00373685,Osteoarthritis,C05.550.114,Arthritis
NCT00375388,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00377858,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00382889,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00384215,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00384930,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00405717,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00408629,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00412984,Atrial Flutter,C14.280.067,"Arrhythmias, Cardiac"
NCT00412984,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00424268,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00433966,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00442546,Osteoarthritis,C05.550.114,Arthritis
NCT00445276,Osteoarthritis,C05.550.114,Arthritis
NCT00477295,Epilepsy,C10.228.140.490,Epilepsy
NCT00494013,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00545324,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00590174,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00614380,Hypertension,C14.907.489,Hypertension
NCT00620867,Osteoarthritis,C05.550.114,Arthritis
NCT00624065,Hypertension,C14.907.489,Hypertension
NCT00628758,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00641602,Esophagitis,C06.405.117,Esophageal Diseases
NCT00641680,Rhinitis,C08.460.799,Rhinitis
NCT00643201,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00654498,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT00658632,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00667797,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00697151,Stroke,C14.907.253.855,Stroke
NCT00707993,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00714961,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00734318,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00740792,Rhinitis,C08.460.799,Rhinitis
NCT00770653,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
