trm_lvl_id,pmid,page,original_strings_caught_from_tt,mesh_term,mesh_code,atc_code,risk_score,tid,global,global_n,global_pcdsfartl,mesh_term_f,txt_id
243,15659722,2,;diabetes,Diabetes Mellitus,D003920,NA,0,196,any,2,000000000,Diabetes Mellitus,NA
244,15659722,2,;lvef<30%,Stroke Volume,D013318,NA,0,196,any,2,000000000,Stroke Volume,NA
245,15659722,2,;lvef>30%,Stroke Volume,D013318,NA,0,196,any,2,000000000,Stroke Volume,NA
246,15659722,2,;no beta-blocker,Adrenergic beta-Antagonists,D000319,NA,0,196,any,2,000000000,Adrenergic beta-Antagonists,NA
247,15659722,2,;no diabetes,Diabetes Mellitus,D003920,NA,0,196,any,2,000000000,Diabetes Mellitus,NA
248,15659722,2,;nonwhite race,Racial Groups,D044469,NA,0,196,any,2,000000000,Racial Groups,NA
249,15659722,2,age,Age Factors,D000367,NA,0,196,any,2,000000000,Age Factors,NA
250,15659722,2,Cause of heart failure,Heart Failure,D006333,NA,0,196,aetiological,1,000001000,Heart Failure,NA
251,15659722,2,diabetes — no. (%),Diabetes Mellitus,D003920,NA,0,196,any,2,000000000,Diabetes Mellitus,NA
252,15659722,2,heart failure,Heart Failure,D006333,NA,0,196,severity,11,000100000,Heart Failure,NA
253,15659722,2,male female,Gender Identity,D005783,NA,0,196,any,2,000000000,Gender Identity,NA
254,15659722,2,nonwhite race — no. (%) ejection fraction,Racial Groups,D044469,NA,0,196,any,2,000000000,Racial Groups,NA
255,15734614,NA,Medical History: Prior Atrial Fibrillation,Atrial Fibrillation,D001281,NA,0,0,previous,8,100000000,Atrial Fibrillation,70
256,15734767,NA,age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
257,15734767,NA,Age-Years,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
258,15734767,NA,angina class or provious mi,Angina Pectoris,D000787,NA,0,0,severity,11,000100000,Angina Pectoris,NA
259,15734767,NA,angina/myocardial infarction,Angina Pectoris,D000787,NA,0,0,any,2,000000000,Angina Pectoris,NA
260,15734767,NA,complex lesion,Coronary Artery Disease,D003324,NA,0,0,any,2,000000000,Coronary Artery Disease,NA
261,15734767,NA,diabetes,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,NA
262,15734767,NA,intervention in complex lesions,Coronary Artery Disease,D003324,NA,0,0,any,2,000000000,Coronary Artery Disease,NA
263,15734767,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
264,15753114,2,age;>65 yr,Age Factors,D000367,NA,0,1169,any,2,000000000,Age Factors,NA
265,15753114,2,age;45-54 yr,Age Factors,D000367,NA,0,1169,any,2,000000000,Age Factors,NA
266,15753114,2,age;55-64 yr,Age Factors,D000367,NA,0,1169,any,2,000000000,Age Factors,NA
267,15753114,2,blood pressure,Blood Pressure,D001794,NA,0,1169,any,2,000000000,Blood Pressure,NA
268,15753114,2,body-mass indexf,Body Mass Index,D015992,NA,0,1169,any,2,000000000,Body Mass Index,NA
269,15753114,2,hypertension!,Hypertension,D006973,NA,0,1169,any,2,000000000,Hypertension,NA
270,15753114,2,Menopausal status,Menopause,D008593,NA,0,1169,any,2,000000000,Menopause,NA
271,15753114,2,menopause and hrt,Estrogen Replacement Therapy,D015914,NA,0,1169,any,2,000000000,Estrogen Replacement Therapy,NA
272,15753114,2,"menopause and hrt;postmenopausal, current hrt",Estrogen Replacement Therapy,D015914,NA,0,1169,current,3,010000000,Estrogen Replacement Therapy,NA
273,15753114,2,"menopause and hrt;postmenopausal, no hrt",Estrogen Replacement Therapy,D015914,NA,0,1169,any,2,000000000,Estrogen Replacement Therapy,NA
274,15753114,2,Smoker,Cigarette Smoking,D000073865,NA,0,1169,any,2,000000000,Cigarette Smoking,NA
275,15753114,2,smoking status;current,Water Pipe Smoking,D000073867,NA,0,1169,current,3,010000000,Water Pipe Smoking,NA
276,15753114,2,smoking status;current,Cigarette Smoking,D000073865,NA,0,1169,current,3,010000000,Cigarette Smoking,NA
277,15753114,2,smoking status;past or never,Cigarette Smoking,D000073865,NA,0,1169,previous,8,100000000,Cigarette Smoking,NA
278,15758000,2,age;< 65 yr,Age Factors,D000367,NA,0,1346,any,2,000000000,Age Factors,NA
279,15758000,2,age;>65 yr,Age Factors,D000367,NA,0,1346,any,2,000000000,Age Factors,NA
280,15758000,2,infarct location,Infarction,D007238,NA,0,1346,location,7,000000001,Infarction,NA
281,15758000,2,infarct location;nonanterior,Infarction,D007238,NA,0,1346,location,7,000000001,Infarction,NA
282,15758000,2,predominant type of heparin,"Heparin, Low-Molecular-Weight",D006495,NA,0,1346,type,12,000000010,"Heparin, Low-Molecular-Weight",NA
283,15758000,2,predominant type of heparin;low-molecular-weight,"Heparin, Low-Molecular-Weight",D006495,NA,0,1346,type,12,000000010,"Heparin, Low-Molecular-Weight",NA
284,15758000,2,sex,Gender Identity,D005783,NA,0,1346,any,2,000000000,Gender Identity,NA
285,15758000,2,types of fibrinolytic agent,Fibrinolytic Agents,D005343,NA,0,1346,type,12,000000010,Fibrinolytic Agents,NA
286,15758000,2,types of fibrinolytic agent;fibrin-specific,Fibrinolytic Agents,D005343,NA,0,1346,type,12,000000010,Fibrinolytic Agents,NA
287,15758000,2,types of fibrinolytic agent;non-fibrin-specific,Fibrin,D005337,NA,0,1346,type,12,000000010,Fibrin,NA
288,15781429,2,;tg >3.1,Lipoproteins,D008074,NA,0,34,any,2,000000000,Lipoproteins,NA
289,15781429,2,;tg<=3.1,Lipoproteins,D008074,NA,0,34,any,2,000000000,Lipoproteins,NA
290,15811979,NA,Patient Variable: Race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,182
291,15851647,2,by diabetes status,Diabetes Mellitus,D003920,NA,0,1618,any,2,000000000,Diabetes Mellitus,NA
292,15851647,2,"by gfr stratum for all participants, ml/min per 1.73 m’!",Glomerular Filtration Rate,D005919,NA,0,1618,any,2,000000000,Glomerular Filtration Rate,NA
293,15851647,2,"by gfr stratum for diabetic participants, mt/min per 1.73 m’§",complex,none,NA,0,1618,any,2,000000000,complex,NA
294,15851647,2,"by gfr stratum tor all participants, ml/min per 1.73 m^!",Glomerular Filtration Rate,D005919,NA,0,1618,any,2,000000000,Glomerular Filtration Rate,NA
295,15851647,3,by baseline diabetic status,Diabetes Mellitus,D003920,NA,0,1473,any,2,000000000,Diabetes Mellitus,NA
296,15851647,3,by baseline diabetic status;nondiabetic participants!,Diabetes Mellitus,D003920,NA,0,1473,any,2,000000000,Diabetes Mellitus,NA
297,15851647,3,"by gfr stratum for all participants, ml/min per 1.73 m’!",Glomerular Filtration Rate,D005919,NA,0,1473,any,2,000000000,Glomerular Filtration Rate,NA
298,15851647,3,"by gfr stratum tor all participants, ml/min per 1.73 m^!",Glomerular Filtration Rate,D005919,NA,0,1473,any,2,000000000,Glomerular Filtration Rate,NA
299,15851647,3,"by gfr stratum tor diabetic participants, ml/min per 1.73 m’§",Glomerular Filtration Rate,D005919,NA,0,1473,any,2,000000000,Glomerular Filtration Rate,NA
300,15864235,NA,CHD risk,Coronary Artery Disease,D003324,NA,0,0,risk score,10,000000100,Coronary Artery Disease,135
301,15883637,2,age group,Age Factors,D000367,NA,0,1189,any,2,000000000,Age Factors,NA
302,15899106,NA,age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,216
303,15899106,NA,LDL,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,215
304,15899106,NA,race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,215
305,15899106,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,215
306,15924587,2,age:,Age Factors,D000367,NA,0,417,any,2,000000000,Age Factors,NA
307,15924587,2,age:;<65 yrs,Age Factors,D000367,NA,0,417,any,2,000000000,Age Factors,NA
308,15924587,2,age:;>65 yrs sex:,complex,none,NA,0,417,any,2,000000000,complex,NA
309,15924587,2,age:;female,Gender Identity,D005783,NA,0,417,any,2,000000000,Gender Identity,NA
310,15924587,2,age:;male,Gender Identity,D005783,NA,0,417,any,2,000000000,Gender Identity,NA
311,15924587,2,baseline ldl-c:,Lipoproteins,D008074,NA,0,417,any,2,000000000,Lipoproteins,NA
312,15924587,2,baseline ldl-c:;<3.4 mmol/l,Lipoproteins,D008074,NA,0,417,any,2,000000000,Lipoproteins,NA
313,15924587,2,baseline ldl-c:;>3.4 mmol/l,Lipoproteins,D008074,NA,0,417,any,2,000000000,Lipoproteins,NA
314,15924587,2,body mass index:,Body Mass Index,D015992,NA,0,417,any,2,000000000,Body Mass Index,NA
315,15924587,2,body mass index:;<27.2 kg/m2,Body Mass Index,D015992,NA,0,417,any,2,000000000,Body Mass Index,NA
316,15924587,2,body mass index:;>27.2 kg/m2 hypertension:,Body Mass Index,D015992,NA,0,417,any,2,000000000,Body Mass Index,NA
317,15924587,2,body mass index:;no,Body Mass Index,D015992,NA,0,417,any,2,000000000,Body Mass Index,NA
318,15924587,2,body mass index:;yes,Body Mass Index,D015992,NA,0,417,any,2,000000000,Body Mass Index,NA
319,15924587,2,diabetes mellitus:,Diabetes Mellitus,D003920,NA,0,417,any,2,000000000,Diabetes Mellitus,NA
320,15924587,2,diabetes mellitus:;no,Diabetes Mellitus,D003920,NA,0,417,any,2,000000000,Diabetes Mellitus,NA
321,15924587,2,diabetes mellitus:;yes,Diabetes Mellitus,D003920,NA,0,417,any,2,000000000,Diabetes Mellitus,NA
322,15924587,2,male female,Gender Identity,D005783,NA,0,417,any,2,000000000,Gender Identity,NA
323,15924587,2,treatment stratum^:,Atorvastatin,D000069059,NA,0,417,any,2,000000000,Atorvastatin,NA
324,15924587,2,treatment stratum^:;atv 10 mg,Atorvastatin,D000069059,NA,0,417,any,2,000000000,Atorvastatin,NA
325,15924587,2,treatment stratum^:;atv 20 mg study protocol,Atorvastatin,D000069059,NA,0,417,any,2,000000000,Atorvastatin,NA
326,15924587,NA,Age-Years,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
327,15924587,NA,"Age, y",Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
328,15924587,NA,Baseline LDL-C,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
329,15924587,NA,bmi,Body Mass Index,D015992,NA,0,0,any,2,000000000,Body Mass Index,NA
330,15924587,NA,Body mass index,Body Mass Index,D015992,NA,0,0,any,2,000000000,Body Mass Index,NA
331,15924587,NA,Concomitant statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,0,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
332,15924587,NA,diabetes,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,NA
333,15924587,NA,Diabetes mellitus,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,NA
334,15924587,NA,hypertension,Hypertension,D006973,NA,0,0,any,2,000000000,Hypertension,NA
335,15924587,NA,Hypertension,Hypertension,D006973,NA,0,0,any,2,000000000,Hypertension,NA
336,15924587,NA,ldl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
337,15924587,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
338,15924587,NA,Sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
339,15998890,2,"age, y;>65",Age Factors,D000367,NA,0,1085,any,2,000000000,Age Factors,NA
340,15998890,2,"age, y;45-54",Age Factors,D000367,NA,0,1085,any,2,000000000,Age Factors,NA
341,15998890,2,"age, y;55-64",Age Factors,D000367,NA,0,1085,any,2,000000000,Age Factors,NA
342,15998890,2,"alcohol use, drinks/wk*",Alcohol Drinking,D000428,NA,0,1085,any,2,000000000,Alcohol Drinking,NA
343,15998890,2,bmi,Body Mass Index,D015992,NA,0,1085,any,2,000000000,Body Mass Index,NA
344,15998890,2,family history of cancerf,Neoplasms,D009369,NA,0,1085,family history,6,000010000,Neoplasms,NA
345,15998890,2,Menopausal status,Menopause,D008593,NA,0,1085,any,2,000000000,Menopause,NA
346,15998890,2,menopausal status and use of ht,Estrogen Replacement Therapy,D015914,NA,0,1085,any,2,000000000,Estrogen Replacement Therapy,NA
347,15998890,2,menopausal status and use of ht;postmenopausal and current ht,Estrogen Replacement Therapy,D015914,NA,0,1085,current,3,010000000,Estrogen Replacement Therapy,NA
348,15998890,2,menopausal status and use of ht;postmenopausal and no ht,Estrogen Replacement Therapy,D015914,NA,0,1085,any,2,000000000,Estrogen Replacement Therapy,NA
349,15998890,2,"physical activity, kcal/wk*",Exercise,D015444,NA,0,1085,any,2,000000000,Exercise,NA
350,15998890,2,Smoker,Cigarette Smoking,D000073865,NA,0,1085,any,2,000000000,Cigarette Smoking,NA
351,15998890,2,smoking*;current,Pipe Smoking,D000073868,NA,0,1085,current,3,010000000,Pipe Smoking,NA
352,15998890,2,smoking*;past,Cigarette Smoking,D000073865,NA,0,1085,previous,8,100000000,Cigarette Smoking,NA
353,16053964,NA,serum digoxin concentration,Diuretics,D004232,NA,0,0,any,2,000000000,Diuretics,NA
354,16116047,3,higher risk (n=4911),Hypertension,D006973,NA,0,1000,risk score,10,000000100,Hypertension,NA
355,16116047,3,lower risk (n=4282),Hypertension,D006973,NA,0,1000,risk score,10,000000100,Hypertension,NA
356,16139123,NA,Medical History: Aspirin Use at Baseline,Aspirin,D001241,NA,0,0,previous,8,100000000,Aspirin,50
357,16214597,2,;none,Vascular Diseases,D014652,NA,0,1367,previous,8,100000000,Vascular Diseases,NA
358,16214597,2,;other chd,Coronary Artery Disease,D003324,NA,0,1367,any,2,000000000,Coronary Artery Disease,NA
359,16214597,2,ldl cholesterol (mmol/l):;�3-5,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
360,16214597,2,;post-mi,Myocardial Infarction,D009203,NA,0,1367,any,2,000000000,Myocardial Infarction,NA
361,16214597,2,age (years):,Age Factors,D000367,NA,0,1367,any,2,000000000,Age Factors,NA
362,16214597,2,age (years):;^65,Age Factors,D000367,NA,0,1367,any,2,000000000,Age Factors,NA
363,16214597,2,age (years):;=s65,Age Factors,D000367,NA,0,1367,any,2,000000000,Age Factors,NA
364,16214597,2,age (years):;>65,Age Factors,D000367,NA,0,1367,any,2,000000000,Age Factors,NA
365,16214597,2,diastolic blood pressure (mm hg):,Blood Pressure,D001794,NA,0,1367,any,2,000000000,Blood Pressure,NA
366,16214597,2,diastolic blood pressure (mm hg):;^90,Blood Pressure,D001794,NA,0,1367,any,2,000000000,Blood Pressure,NA
367,16214597,2,diastolic blood pressure (mm hg):;>90,Blood Pressure,D001794,NA,0,1367,any,2,000000000,Blood Pressure,NA
368,16214597,2,groups,Coronary Artery Disease,D003324,NA,0,1367,previous,8,100000000,Coronary Artery Disease,NA
369,16214597,2,HDL cholesterol,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
370,16214597,2,hdl cholesterol (mmol/l):,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
371,16214597,2,hdl cholesterol (mmol/l):;>1-1,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
372,16214597,2,hdl cholesterol (mmol/l):;>o-9-ii,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
373,16214597,2,hdl cholesterol (mmol/l):;sso-9,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
374,16214597,2,history of diabetes:,Diabetes Mellitus,D003920,NA,0,1367,previous,8,100000000,Diabetes Mellitus,NA
375,16214597,2,history of diabetes:;no,Diabetes Mellitus,D003920,NA,0,1367,previous,8,100000000,Diabetes Mellitus,NA
376,16214597,2,history of diabetes:;yes,Diabetes Mellitus,D003920,NA,0,1367,previous,8,100000000,Diabetes Mellitus,NA
377,16214597,2,ldl cholesterol (mmol/l):,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
378,16214597,2,ldl cholesterol (mmol/l):;>3-5-45,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
379,16214597,2,ldl cholesterol (mmol/l):;>4-5,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
380,16214597,2,previous disease:,Medical History Taking,D008487,NA,0,1367,previous,8,100000000,Medical History Taking,NA
381,16214597,2,previous disease:;post-mi,Myocardial Infarction,D009203,NA,0,1367,previous,8,100000000,Myocardial Infarction,NA
382,16214597,2,sex:,Gender Identity,D005783,NA,0,1367,any,2,000000000,Gender Identity,NA
383,16214597,2,sex:;female,Gender Identity,D005783,NA,0,1367,any,2,000000000,Gender Identity,NA
384,16214597,2,sex:;male,Gender Identity,D005783,NA,0,1367,any,2,000000000,Gender Identity,NA
385,16214597,2,total cholesterol (mmol/l):,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
386,16214597,2,total cholesterol (mmol/l):;^5-2,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
387,16214597,2,total cholesterol (mmol/l):;>5-2-65,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
388,16214597,2,total cholesterol (mmol/l):;>6-5,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
389,16214597,2,treated hypertension:,Hypertension,D006973,NA,0,1367,any,2,000000000,Hypertension,NA
390,16214597,2,treated hypertension:;no,Hypertension,D006973,NA,0,1367,any,2,000000000,Hypertension,NA
391,16214597,2,treated hypertension:;yes,Hypertension,D006973,NA,0,1367,any,2,000000000,Hypertension,NA
392,16214597,2,triglycerides (mmol/l):,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
393,16214597,2,triglycerides (mmol/l):;^1-4,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
394,16214597,2,triglycerides (mmol/l):;>1-4-20,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
395,16214597,2,triglycerides (mmol/l):;>2 0,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
396,16214597,2,triglycerides (mmol/l):;>20,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
397,16214597,2,triglycerides (mmol/l):;overall,Lipoproteins,D008074,NA,0,1367,any,2,000000000,Lipoproteins,NA
398,16214597,3,diastolic blood pressure (mm hg):;s�90,Blood Pressure,D001794,NA,0,959,any,2,000000000,Blood Pressure,NA
399,16214597,3,;post-mi,Myocardial Infarction,D009203,NA,0,959,any,2,000000000,Myocardial Infarction,NA
400,16214597,3,age (years):,Age Factors,D000367,NA,0,959,any,2,000000000,Age Factors,NA
401,16214597,3,age (years):;^65,Age Factors,D000367,NA,0,959,any,2,000000000,Age Factors,NA
402,16214597,3,age (years):;>65,Age Factors,D000367,NA,0,959,any,2,000000000,Age Factors,NA
403,16214597,3,ldl cholesterol (mmol/l):;�3-5,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
404,16214597,3,diastolic blood pressure (mm hg):,Blood Pressure,D001794,NA,0,959,any,2,000000000,Blood Pressure,NA
405,16214597,3,diastolic blood pressure (mm hg):;>90,Blood Pressure,D001794,NA,0,959,any,2,000000000,Blood Pressure,NA
406,16214597,3,diastolic blood pressure (mm hg):;s£90,Blood Pressure,D001794,NA,0,959,any,2,000000000,Blood Pressure,NA
407,16214597,3,HDL cholesterol,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
408,16214597,3,hdl cholesterol (mmol/l):,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
409,16214597,3,hdl cholesterol (mmol/l):;>11,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
410,16214597,3,hdl cholesterol (mmol/l):;>o-9-i-i,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
411,16214597,3,history of diabetes:,Diabetes Mellitus,D003920,NA,0,959,previous,8,100000000,Diabetes Mellitus,NA
412,16214597,3,history of diabetes:;no,Diabetes Mellitus,D003920,NA,0,959,previous,8,100000000,Diabetes Mellitus,NA
413,16214597,3,history of diabetes:;yes,Diabetes Mellitus,D003920,NA,0,959,previous,8,100000000,Diabetes Mellitus,NA
414,16214597,3,ldl cholesterol (mmol/l):,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
415,16214597,3,ldl cholesterol (mmol/l):;>3-5-4-5,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
416,16214597,3,ldl cholesterol (mmol/l):;>4-5,Lipoproteins,D008074,NA,0,959,any,2,000000000,Lipoproteins,NA
417,16214597,3,previous disease:,History of Medicine,D006666,NA,0,959,previous,8,100000000,History of Medicine,NA
418,16214597,3,previous disease:;none,History of Medicine,D006666,NA,0,959,previous,8,100000000,History of Medicine,NA
419,16214597,3,previous disease:;other chd,Cardiovascular Diseases,D002318,NA,0,959,previous,8,100000000,Cardiovascular Diseases,NA
420,16214597,3,previous disease:;post-mi,Myocardial Infarction,D009203,NA,0,959,previous,8,100000000,Myocardial Infarction,NA
