nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT00303459,Phase 4,2,Effects of the Combination of Bosentan and Sildenafil Versus Sildenafil Monotherapy on Pulmonary Arterial Hypertension (PAH),"Effects of Combination of Bosentan and Sildenafil Versus Sildenafil Monotherapy on Morbidity and Mortality in Symptomatic Patients With Pulmonary Arterial Hypertension - A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group, Prospective, Event Driven Phase IV Study",334,placebo,bosentan,plac_stnd,FALSE
NCT00660179,Phase 3,3,Study of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Symptomatic Pulmonary Arterial Hypertension,"A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group, Event-driven, Phase III Study to Assess the Effects of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Symptomatic Pulmonary Arterial Hypertension",742,placebo,macitentan,plac_stnd,FALSE
NCT01178073,Phase 3,3,A Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arterial Hypertension (PAH),"AMBITION: A Randomised, Multicenter Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arterial Hypertension (PAH)",610,NA,tadalafil,plac_stnd,FALSE
NCT00526474,Phase 3,2,Trial to Assess the Effects of Vorapaxar (SCH 530348; MK-5348) in Preventing Heart Attack and Stroke in Patients With Atherosclerosis (TRA 2°P - TIMI 50) (P04737),"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of SCH 530348 in Addition to Standard of Care in Subjects With a History of Atherosclerotic Disease: Thrombin Receptor Antagonist in Secondary Prevention of Atherothrombotic Ischemic Events (TRA 2°P - TIMI 50)",26449,placebo,vorapaxar,plac_stnd,FALSE
NCT00268216,Phase 3,NA,Survival Of Subjects With Chronic Obstructive Pulmonary Disease (COPD),"A Multicentre, Randomised, Double-blind, Parallel Group, Placebo-controlled Study to Investigate the Long-term Effects of Salmeterol/Fluticasone Propionate (Seretide tm) 50/500mcg BD, Salmeterol 50mcg BD and Fluticasone Propionate 500mcg BD, All Delivered Via the Diskus tm/Accuhaler tm Inhaler, on Mortality and Morbidity of Subjects With Chronic Obstructive Pulmonary Disease (COPD) Over 3 Years of Treatment",6228,fluticasone,salmeterol,undefined,NA
NCT00144339,Phase 3,NA,Evaluation of the Long- Term Effects of Spiriva on Lung Function in COPD Patients,"A Randomized, Double-blind, Placebo-controlled, Parallel Group Trial Assessing the Rate of Decline of Lung Function With Tiotropium 18 mcg Inhalation Capsule Once Daily in Patients With Chronic Obstructive Pulmonary Disease (COPD).",5993,placebo,tiotropium,poss_plac_stnd,NA
NCT00563381,Phase 4,2,Tiotropium Once Daily 18 Mcg Versus Salmeterol Twice Daily 50 Mcg on Time to First Exacerbation in COPD Patients.,"Effect of Inhalation of Tiotropium Once Daily 18 Mcg Versus Salmeterol Twice Daily 50 Mcg on Time to First Exacerbation in COPD Patients (a Randomised, Double-blind, Double-dummy, Parallel Group, One-year Study).",7376,salmeterol,tiotropium,diff_class,FALSE
NCT01068600,Phase 3,2,Comparison of Efficacy of Indacaterol Versus Placebo Over 12 Weeks,"A 12-week Treatment, Multi-center, Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Assess the Efficacy and Safety of Once Daily Indacaterol in Patients With Chronic Obstructive Pulmonary Disease",318,placebo,indacaterol,plac_stnd,FALSE
NCT00846586,Phase 3,2,Efficacy and Safety of Indacaterol Plus Tiotropium Versus Tiotropium Alone in Patients With Chronic Obstructive Pulmonary Disease,"A Randomized, Double-blind, Controlled, Parallel-group, 12-week Study to Compare the Efficacy and Safety of the Combination of Indacaterol 150 µg Once Daily With Open Label Tiotropium 18 µg Once Daily Versus Open Label Tiotropium 18 µg Once Daily in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease",1134,placebo,indacaterol,plac_stnd,FALSE
NCT00794157,Phase 3,3,Confirmatory Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD),"A 12-week Treatment, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Assess the Efficacy, Safety, and Tolerability of Indacaterol (150 and 300 µg Once Daily [od]) in Patients With Chronic Obstructive Pulmonary Disease (COPD)",347,placebo,indacaterol,plac_stnd,FALSE
NCT00297102,Phase 3,2,Effect of Roflumilast on Exacerbation Rate in Patients With Chronic Obstructive Pulmonary Disease (COPD): The AURA Study (BY217/M2-124),Effect of Roflumilast on Exacerbation Rate in Patients With COPD. The AURA Study,1523,placebo,roflumilast,plac_stnd,FALSE
NCT00929110,Phase 3,3,"1-year Study to Assess the Efficacy, Safety, and Tolerability of Glycopyrronium Bromide (NVA237) in Chronic Obstructive Pulmonary Disease (COPD)","A 52-week Treatment, Randomized, Double-blind, Placebo-controlled, With Open-label Tiotropium, Parallel-group Study to Assess the Efficacy, Safety, and Tolerability of Glycopyrronium Bromide (NVA237) in Patients With Chronic Obstructive Pulmonary Disease",1066,placebo,tiotropium,plac_stnd,FALSE
NCT00792805,Phase 3,3,Efficacy and Safety of Indacaterol in Adults (40 Years and Above) With Chronic Obstructive Pulmonary Disease (COPD),"A Phase III, 26-week Multicenter Randomized Double-blind, Placebo-controlled, Parallel-group Study to Assess the Efficacy, Safety, and Tolerability of Indacaterol (150 and 300 µg Once Daily [od]) in Patients With Chronic Obstructive Pulmonary Disease (COPD)",563,placebo,indacaterol,plac_stnd,FALSE
NCT01604278,Phase 3,2,"Efficacy, Safety and Tolerability of the Co-administration of NVA237 Plus Indacaterol Once Daily Versus Indacaterol Once Daily in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)","A 12-week Multi-center, Randomized, Double-blind, Parallel Group Study to Assess the Efficacy, Safety and Tolerability of the Co-administration of NVA237 + Indacaterol Once Daily vs. Indacaterol Once Daily in Patients With Moderate to Severe COPD",449,placebo,glycopyrronium bromide,plac_stnd,FALSE
NCT01110200,Phase 4,2,Chronic Obstructive Pulmonary Disease (COPD) Post-hospitalization Study,"A Randomized, Double-Blind, Parallel Group, Multicenter Study of the Effects of Fluticasone Propionate/Salmeterol Combination Product 250/50mcg BID (ADVAIR DISKUS™) in Comparison to Salmeterol 50mcg BID (SEREVENT DISKUS™) on the Rate of Exacerbations of COPD Following Hospitalization",639,NA,fluticasone,plac_stnd,TRUE
NCT01431274,Phase 3,5,Tiotropium+Olodaterol Fixed Dose Combination (FDC) Versus Tiotropium and Olodaterol in Chronic Obstructive Pulmonary Disease (COPD),"A Randomised, Double-blind, Parallel Group Study to Assess the Efficacy and Safety of 52 Weeks of Once Daily Treatment of Orally Inhaled Tiotropium + Olodaterol Fixed Dose Combination (2.5 µg / 5 µg; 5 µg / 5 µg) (Delivered by the Respimat® Inhaler) Compared With the Individual Components (2.5 µg and 5 µg Tiotropium, 5 µg Olodaterol) (Delivered by the Respimat® Inhaler) in Patients With Chronic Obstructive Pulmonary Disease (COPD). [TOnado TM 1]",2624,NA,olodaterol,plac_stnd,FALSE
NCT01437397,Phase 3,5,"Efficacy, Safety and Tolerability of Aclidinium Bromide/Formoterol Fumarate Compared With Aclidinium Bromide and Formoterol Fumarate in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)","A Phase III, Randomized, Double-blind, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Tolerability of Two Fixed Dose Combinations of Aclidinium Bromide/Formoterol Fumarate Compared With Aclidinium Bromide, Formoterol Fumarate and Placebo for 24- Weeks Treatment in Patients With Moderate to Severe, Stable Chronic Obstructive Pulmonary Disease (COPD).",1692,NA,aclidinium bromide,plac_stnd,FALSE
NCT01782326,Phase 3,2,"QVA vs. Salmeterol/Fluticasone, 52-week Exacerbation Study, FLAME (EFfect of Indacaterol Glycopyronium Vs Fluticasone Salmeterol on COPD Exacerbations)","A 52-week Treatment, Multi-center, Randomized, Double-blind, Double Dummy, Parallel-group, Active Controlled Study to Compare the Effect of QVA149 (Indacaterol Maleate / Glycopyrronium Bromide) With Salmeterol/Fluticasone on the Rate of Exacerbations in Subjects With Moderate to Very Severe COPD. (FLAME).",3362,glycopyrronium bromide,indacaterol,diff_class,TRUE
NCT01697696,Phase 3,2,Long Term Safety Study of NVA237 vs QAB149 in COPD Patients,"A Multi-center, Randomized, Double-blind, 52-week Study to Assess the Safety of NVA237 Compared to QAB149 in Patients With Chronic Obstructive Pulmonary Disease (COPD) Who Have Moderate to Severe Airflow Limitation",511,R03AC Selective beta-2-adrenoreceptor agonists,glycopyrronium bromide,diff_class,TRUE
NCT01001494,Phase 3,3,Efficacy and Safety of Aclidinium Bromide at Two Dose Levels Versus Placebo Administered in Chronic Obstructive Pulmonary Disease (COPD) Patients,Efficacy and Safety of Aclidinium Bromide at Two Dose Levels vs Placebo When Administered to Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),828,placebo,aclidinium bromide,plac_stnd,FALSE
NCT01964352,Phase 3,4,Tiotropium + Olodaterol Fixed Dose Combination (FDC) in Chronic Obstructive Pulmonary Disease (OTEMTO 1),"A Randomised, Double-blind, Placebo- and Active-controlled Parallel Group Study to Assess the Efficacy of 12 Weeks of Once Daily Treatment of Two Doses of Orally Inhaled Tiotropium + Olodaterol Fixed Dose Combination (Delivered by the Respimat Inhaler) in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",813,NA,olodaterol,plac_stnd,FALSE
NCT01914757,Phase 3,3,Efficacy and Safety Study of Benralizumab in Adults and Adolescents Inadequately Controlled on Inhaled Corticosteroid Plus Long-acting β2 Agonist,"A Multicentre, Randomized, Double-blind, Parallel Group, Placebocontrolled, Phase 3 Study to Evaluate the Efficacy and Safety of Benralizumab in Asthmatic Adults and Adolescents Inadequately Controlled on Inhaled Corticosteroid Plus Long-acting β2 Agonist (CALIMA)",2508,placebo,benralizumab,plac_stnd,FALSE
NCT01709903,Phase 3,2,"A 26-week Treatment Randomized, Double-blind, Double Dummy Study to Assess the Efficacy and Safety of QVA149","A 26-week Treatment Randomized, Double-blind, Double Dummy, Parallel-group Study to Assess the Efficacy and Safety of QVA149 (Indacaterol / Glycopyrronium Bromide) Compared to Fluticasone/Salmeterol in Patients With Moderate to Severe COPD",744,NA,fluticasone,plac_stnd,FALSE
NCT00336336,Phase 3,4,GISSI-HF- Effects of n-3 PUFA and Rosuvastatin on Mortality-Morbidity of Patients With Symptomatic CHF,A Large Scale Clinical Trial Testing the Effects of n-3 PUFA and Rosuvastatin on Mortality-Morbidity of Patients With Symptomatic Congestive Heart Failure,6975,placebo,omega-3-triglycerides incl. other esters and acids,plac_stnd,FALSE
NCT01985334,Phase 4,4,Study to Evaluate the Efficacy and Safety of Glycopyrronium or Indacaterol Maleate and Glycopyrronium Bromide Fixed-dose Combination Regarding Symptoms and Health Status in Patients With Moderate COPD Switching From Treatment With Any Standard COPD Regimen,"A Prospective, Multicenter, 12-week, Randomized Open-label Study to Evaluate the Efficacy and Safety of Glycopyrronium (50 Micrograms o.d.) or Indacaterol Maleate and Glycopyrronium Bromide Fixed-dose Combination (110/50 Micrograms o.d.) Regarding Symptoms and Health Status in Patients With Moderate Chronic Obstructive Pulmonary Disease (COPD) Switching From Treatment With Any Standard COPD Regimen",4351,NA,indacaterol,plac_stnd,FALSE
NCT01854645,Phase 3,5,"Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD); (PINNACLE 1)","A Randomized, Double Blind, Chronic Dosing, Placebo-Controlled, Parallel Group, Multi Center Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD, Compared With Placebo and Spiriva® Handihaler® (Tiotropium Bromide 18 µg Open-Label) as an Active Control",2103,not a drug,tiotropium,plac_stnd,FALSE
NCT01715298,Phase 3,2,NVA237 BID Versus Placebo Twelve-week Efficacy Study,"A 12-week Multi-center, Randomized, Double-blind, Placebo Controlled Study to Assess the Efficacy and Safety of NVA237 in Stable COPD Patients",432,placebo,glycopyrronium bromide,plac_stnd,FALSE
NCT01455129,Phase 4,2,Tiotropium In Early Chronic Obstructive Pulmonary Disease Patients in China,"Early Intervention With Tiotropium （Spiriva） in Chinese Patients With Chronic Obstructive Pulmonary Disease (COPD): a Randomized, Double-blind, Placebo-controlled, Parallel, Multicentre Trial",841,placebo,tiotropium,plac_stnd,FALSE
NCT00393458,Phase 3,4,"Efficacy, Safety, and Tolerability of Once Daily Indacaterol in Chronic Obstructive Pulmonary Disease (COPD) Using Formoterol Twice Daily as Active Control","A 52-week Treatment, Multicenter, Randomized, Double-blind, Double-dummy, Placebo-controlled, Parallel-group Study to Assess the Efficacy, Safety, and Tolerability of Indacaterol (300 and 600 µg Once Daily) in Patients With Chronic Obstructive Pulmonary Disease, Using Formoterol (12 µg Twice Daily) as an Active Control",1732,NA,indacaterol,plac_stnd,FALSE
NCT00652002,Phase 3,3,Efficacy of Symbicort Versus Its Monocomponents - SPRUCE 160/4.5,"A 12 Week, Randomized, Double-blind, Double-dummy, Placebo-controlled Trial of Symbicort TM (160/4.5mcg) Versus Its Mono-products (Budesonide and Formoterol) in Adolescents (at Least 12 Years of Age) and Adults With Asthma - SPRUCE 160/4.5",450,NA,formoterol,plac_stnd,FALSE
NCT01443845,Phase 4,2,Roflumilast in Chronic Obstructive Pulmonary Disease (COPD) Patients Treated With Fixed Dose Combinations of Long-acting β2-agonist (LABA) and Inhaled Corticosteroid (ICS),Study to Evaluate the Effect of Roflumilast 500 μg on Exacerbation Rate in Subjects With Chronic Obstructive Pulmonary Disease (COPD) Treated With a Fixed-Dose Combination of Long-Acting Beta Agonist and Inhaled Corticosteroid (LABA/ICS),2354,placebo,roflumilast,plac_stnd,FALSE
NCT01908140,Phase 3,2,Study of Aclidinium Bromide/Formoterol Fumarate Compared With Salmeterol/Fluticasone Propionate in Patients With Chronic Obstructive Pulmonary Disease (COPD),"A Randomised, Double-blind, Double-dummy, Active-controlled Study Evaluating the Efficacy, Safety and Tolerability of Twice-daily Aclidinium Bromide/Formoterol Fumarate Compared With Twice-daily Salmeterol/Fluticasone Propionate for 24 Weeks Treatment in Symptomatic Patients With Chronic Obstructive Pulmonary Disease (COPD)",933,salmeterol,aclidinium bromide,diff_class,TRUE
NCT00305162,Phase 3,2,A Clinical Trial to Demonstrate the Efficacy of Cangrelor,A Clinical Trial Comparing Cangrelor to Clopidogrel in Subjects Who Require Percutaneous Coronary Intervention (PCI).,8882,NA,cangrelor,plac_stnd,FALSE
NCT00731692,Phase 3,3,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.","A Double-blind, Randomized, Multicenter, Placebo-controlled, Parallel-group Study Comparing the Efficacy and Safety of 0.5mg Fingolimod Administered Orally Once Daily Versus Placebo in Patients With Primary Progressive Multiple Sclerosis and An Open-label, Single-arm Extension Study to the Double-blind, Randomized, Multicenter, Placebo-controlled, Parallel-group Study Comparing the Efficacy and Safety of0.5 mg FTY720 Administered Orally Once Daily Versus Placebo in Patients With Primary Progressive Multiple Sclerosis",970,placebo,fingolimod,plac_stnd,FALSE
NCT00740714,Phase 3,3,Effects of Coenzyme Q10 (CoQ) in Parkinson Disease,Effects of Coenzyme Q10 in Parkinson Disease - Phase III,600,placebo,coenzyme q10,plac_stnd,FALSE
NCT00099268,Phase 3,2,Efficacy and Safety of Carbidopa/Levodopa/Entacapone in Patients With Parkinson's Disease Requiring Initiation of Levodopa Therapy,"A Long Term, Double-blind, Randomized, Parallel-group, Carbidopa/Levodopa Controlled, Multi-center Study to Evaluate the Effect of Carbidopa/Levodopa/Entacapone in Patients With Parkinson's Disease Requiring Initiation of Levodopa Therapy",747,NA,entacapone,plac_stnd,FALSE
NCT00256204,Phase 3,3,A Randomized Placebo Controlled Study to Show That Rasagiline May Slow Disease Progression for Parkinson's Disease,"A Multi Center, Double Blind, Randomized Start, Placebo-Controlled, Parallel-Group Study to Assess Rasagiline as a Disease Modifying Therapy in Early Parkinson's Disease Subjects",1174,placebo,rasagiline,plac_stnd,FALSE
