nct_id,phase,number_of_arms,brief_title,official_title,enrollment,start_date,completion_date,sponsor
NCT01350804,Phase 3,4,"Efficacy at 24 Weeks and Safety, Tolerability and Long Term Efficacy of Secukinumab (AIN457) in Patients With Active Rheumatoid Arthritis (RA) and an Inadequate Response to Anti-Tumor Necrosis Factor α (Anti-TNFα) Agents (CAIN457F2309 and CAIN457F2309E1)","A Randomized, Double-blind, Placebo- and Active-controlled Study of Secukinumab to Demonstrate the Efficacy at 24 Weeks and to Assess the Safety, Tolerability and Long Term Efficacy up to 1 Year in Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to Anti-TNFα Agents (CAIN457F2309) and A Four Year Extension Study to Evaluate the Long Term Efficacy, Safety and Tolerability of Secukinumab in Patients With Active Rheumatoid Arthritis (CAIN457F2309E1)",551,2011-09-01,2015-02-01,Novartis
NCT01358175,Phase 3,3,16 Week Efficacy and 2 Year Long Term Safety and Efficacy of Secukinumab in Patients With Active Ankylosing Spondylitis,"A Randomized, Double-blind, Placebo-controlled, Multicenter Study of Secukinumab to Demonstrate the 16 Week Efficacy and to Assess the Long Term Safety, Tolerability and Efficacy up to 2 Years in Patients With Active Ankylosing Spondylitis",371,2011-10-01,2014-12-01,Novartis
NCT01368081,Phase 3,3,Empagliflozin (BI 10773) Comprehensive add-on Study in Japanese Subjects With Type 2 Diabetes Mellitus,"A 52-week, Randomised, Multi-centre, Parallel Group Study to Investigate the Safety and Efficacy of BI 10773 (10 mg or 25 mg Administered Orally Once Daily) as add-on Therapy to an Oral Antidiabetic Drug (Sulfonylurea, Biguanide, Thiazolidinedione, Alpha Glucosidase Inhibitor, DPP-IV Inhibitor, or Glinide) in Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control",1162,2011-05-01,2013-04-01,Boehringer Ingelheim
NCT01371994,Phase 4,2,A Study to Assess Efficacy and Safety With Solifenacin Succinate to Improve Urinary Continence After Robotic Assisted Radical Prostatectomy,"A Randomized, Double-Blind, Parallel, Placebo-Controlled, Phase 4, Multicenter Study to Assess Efficacy and Safety of VESIcare® (Solifenacin Succinate) to Improve Urinary Continence of Subjects After Robotic Assisted Radical Prostatectomy",640,2011-08-01,2013-10-01,Astellas Pharma Inc
NCT01396395,Phase 4,2,Research on Nicorandil Treatment of Patients Diagnosed as CHD (Coronary Heart Disease) With Stable Angina,"A Prospective, Multi-center, Random, Open-label Research on Nicorandil Treatment of Patients Diagnosed as CHD (Coronary Heart Disease) With Stable Angina",402,2011-09-01,2014-05-01,Merck KGaA
NCT01422434,Phase 3,3,LEO 90105 Ointment in Japanese Subjects With Psoriasis,Efficacy and Safety of LEO 90105 Ointment (Calcipotriol Hydrate Plus Betamethasone Dipropionate) in Japanese Subjects With Psoriasis Vulgaris,676,2011-07-01,2012-04-01,LEO Pharma
NCT01437995,Phase 4,3,Long-acting Beta Agonist Step Down Study,Long-acting Beta Agonist Step Down Study,459,2012-03-01,2015-10-01,Johns Hopkins University
NCT01455129,Phase 4,2,Tiotropium In Early Chronic Obstructive Pulmonary Disease Patients in China,"Early Intervention With Tiotropium （Spiriva） in Chinese Patients With Chronic Obstructive Pulmonary Disease (COPD): a Randomized, Double-blind, Placebo-controlled, Parallel, Multicentre Trial",841,2011-11-01,2016-08-01,The First Affiliated Hospital of Guangzhou Medical University
NCT01493557,Phase 4,3,"A Prospective, Open Label Study Evaluating Two Management Strategies on Gastrointestinal Symptoms in Patients Newly on Treatment With Pradaxa for the Prevention of Stroke and Systemic Embolism With Non-valvular Atrial Fibrillation","A Prospective, Open Label Study Evaluating the Efficacy of Two Management Strategies (Pantoprazole 40 mg q.a.m. and Taking Pradaxa® With Food (Within 30 Minutes After a Meal) on Gastrointestinal Symptoms (GIS) in Patients Newly on Treatment With Pradaxa® 150 mg b.i.d., 110 mg b.i.d. or 75 mg b.i.d. for the Prevention of Stroke and Systemic Embolism in Patients With Non-valvular Atrial Fibrillation (NVAF)",1067,2011-12-01,2014-07-01,Boehringer Ingelheim
NCT01541943,Phase 3,4,Efficacy and Safety of HL-040XC in Essential Hypertension and Hyperlipidemia,"A Phase 3, Randomized, Double- Blind, Multi-center, Double Dummy, Clinical Trial Comparing HL-040XC With Single Component Therapies(Atorvastatin, Losartan) to Assess the Efficacy and Safety of HL-040XC in Patients With Essential Hypertension and Hyperlipidemia",356,2012-03-01,2014-11-01,"HanAll BioPharma Co., Ltd."
NCT01627327,Phase 3,2,Study to Evaluate the 24-Hour Pulmonary Function Profile of Fluticasone Furoate/Vilanterol (FF/VI) Inhalation Powder 100/25mcg Once Daily Compared With Tiotropium Bromide Inhalation Powder 18mcg Once Daily in Subjects With COPD Who Have or Are At Risk for Co-morbid Cardiovascular Disease,A 12-Week Study to Evaluate the 24-Hour Pulmonary Function Profile of Fluticasone Furoate /Vilanterol (FF/VI) Inhalation Powder 100/25mcg Once-Daily Via a Novel Dry Powder Inhaler Compared With Tiotropium Bromide Inhalation Powder 18mcg Delivered Once-Daily Via the HandiHaler in Subjects With Chronic Obstructive Pulmonary Disease (COPD) Who Have or Are at Risk for Co-morbid Cardiovascular Disease,623,2012-04-01,2012-12-21,GlaxoSmithKline
NCT01638000,Phase 3,2,A Study to Evaluate the Efficacy and Safety of Mirabegron Compared to Solifenacin in Patients With Overactive Bladder Who Were Previously Treated With Another Medicine But Were Not Satisfied With That Treatment.,"A Double-Blind, Randomized, Parallel Group, Multi-Centre Study to Evaluate the Efficacy and Safety of Mirabegron Compared to Solifenacin in Subjects With Overactive Bladder (OAB) Treated With Antimuscarinics and Dissatisfied Due to Lack of Efficacy",1887,2012-06-12,2013-04-24,Astellas Pharma Inc
NCT01644175,Phase 3,2,Efficacy and Safety of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in Patients With High Cardiovascular Risk and Hypercholesterolemia (ODYSSEY COMBO I),"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of SAR236553/REGN727 in High Cardiovascular Risk Patients With Hypercholesterolemia Not Adequately Controlled With Their Lipid-Modifying Therapy",316,2012-07-01,2014-04-01,Sanofi
NCT01694771,Phase 3,2,Co-administration of Olodaterol Respimat® and Tiotropium Handihaler®,"A Randomised, Double Blind, Parallel Group Study to Assess the Efficacy and Safety of 12 Weeks of Once Daily, Orally Inhaled, Co-administration of Olodaterol 5µg (Delivered by the Respimat® Inhaler) and Tiotropium 18µg (Delivered by the HandiHaler®) Compared to Once Daily, Orally Inhaled, Co-administration of Placebo (Delivered by the Respimat® Inhaler) and Tiotropium 18µg (Delivered by the HandiHaler®) in Patients With Chronic Obstructive Pulmonary Disease (COPD)[ANHELTO TM 1]",1134,2012-09-01,2013-08-01,Boehringer Ingelheim
NCT01707134,Phase 3,2,Safety and Efficacy of Insulin Aspart in Subjects With Type 1 Diabetes,"An Open-labelled, Controlled, Multicentre, Multinational, Extension Study Assessing Safety and Efficacy of the Human Insulin Analogue Insulin Aspart (X14) and Human Soluble Insulin as Meal Related Insulin in a Multiple Injection Regimen in Type 1 Diabetic Subjects",753,1997-09-01,2000-05-01,Novo Nordisk A/S
NCT01885208,Phase 3,2,Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-weekly as add-on to 1-2 Oral Antidiabetic Drugs (OADs) in Subjects With Type 2 Diabetes,Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-weekly as add-on to 1-2 Oral Antidiabetic Drugs (OADs) in Subjects With Type 2 Diabetes (SUSTAIN™ 3 - vs. QW GLP-1),813,2013-12-02,2015-07-13,Novo Nordisk A/S
NCT01917656,Phase 4,2,Efficacy and Safety of Liraglutide Versus Sulphonylurea Both in Combination With Metformin During Ramadan in Subjects With Type 2 Diabetes,Efficacy and Safety of Liraglutide Versus Sulphonylurea Both in Combination With Metformin During Ramadan in Subjects With Type 2 Diabetes,343,2014-01-09,2014-09-04,Novo Nordisk A/S
NCT01970488,Phase 3,2,Study to Compare Efficacy and Safety of ABP 501 and Adalimumab (HUMIRA®) in Adults With Moderate to Severe Plaque Psoriasis,"A Phase 3, Multicenter, Randomized, Double-blind Study Evaluating the Efficacy and Safety of ABP 501 Compared With Adalimumab in Subjects With Moderate to Severe Plaque Psoriasis",350,2013-10-01,2015-03-01,Amgen
NCT01989754,Phase 4,2,A Study of the Effects of Canagliflozin (JNJ-28431754) on Renal Endpoints in Adult Participants With Type 2 Diabetes Mellitus,"A Randomized, Multicenter, Double-Blind, Parallel, Placebo-Controlled Study of the Effects of Canagliflozin on Renal Endpoints in Adult Subjects With Type 2 Diabetes Mellitus",5813,2014-01-16,2017-02-23,"Janssen Research & Development, LLC"
NCT02098395,Phase 3,6,The Efficacy and Safety of Liraglutide Adjunct to Insulin Treatment in Type 1 Diabetes,"A 26-weeks Randomised, Insulin Capped, Placebo-controlled, Double-blind, Parallel Group, Multinational, Multi-centre Trial",835,2014-05-01,2015-04-01,Novo Nordisk A/S
NCT02240680,Phase 4,2,Linagliptin as Add on to Basal Insulin in the Elderly,"A 24 Week Randomized, Double-blind, Placebo-controlled, Parallel Group, Efficacy and Safety Trial of Once Daily Linagliptin, 5 Milligrams Orally, as Add on to Basal Insulin in Elderly Type 2 Diabetes Mellitus Patients With Insufficient Glycaemic Control",302,2014-09-23,2017-04-25,Boehringer Ingelheim
NCT02343458,Phase 3,4,"Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD","A Randomized, Double-Blind, Chronic Dosing (24 Weeks), Placebo-Controlled, Parallel Group, Multi-Center Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD, Compared With Placebo",1759,2015-03-30,2017-08-31,"Pearl Therapeutics, Inc."
NCT02390375,Phase 3,2,Phase 3 Study to Evaluate the Efficacy and Safety of the DW0929 in Patients With Primary Hypercholesterolemia,NA,348,2014-11-01,2016-05-01,"Daewon Pharmaceutical Co., Ltd."
NCT02467452,Phase 3,2,Non Inferiority of Fixed Combination of Beclomethasone Dipropionate (BDP) + Formoterol Fumarate (FF) + Glycopyrronium Bromide (GB) Versus Combination of Fluticasone Furoate (FlF)/Vilanterol (VI) + Tiotropium Bromide in Chronic Obstructive Pulmonary Disease (COPD),"A Multinational, Multicentre, Randomised, Open-Label, Active-Controlled, 26-Week, 2-Arm, Parallel Group Study to Evaluate the Non-Inferiority of Fixed Combination of Beclomethasone Dipropionate Plus Formoterol Fumarate Plus Glycopyrronium Bromide (CHF 5993) Administered Via Pressurized Metered-dose Inhaler (pMDI) Versus Fixed Combination Of Fluticasone Furoate Plus Vilanterol Administered Via Dry Powder Inhaler (DPI) (Relvar®) Plus Tiotropium Bromide (Spiriva®) for the Treatment of Patients With Chronic Obstructive Pulmonary Disease",1479,2015-05-01,2017-01-01,Chiesi Farmaceutici S.p.A.
NCT02471404,Phase 4,3,Efficacy and Safety of Dapagliflozin and Dapagliflozin Plus Saxagliptin in Combination With Metformin in Type 2 Diabetes Patients Compared With Sulphonylurea,"A 52-Week, Multi-Centre, Randomised, Parallel-Group, Double-Blind, Active Controlled, Phase IV Study to Evaluate the Safety and Efficacy of Dapagliflozin or Dapagliflozin Plus Saxagliptin Compared With Sulphonylurea All Given as Add-on Therapy to Metformin in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycaemic Control on Metformin Monotherapy",1359,2015-09-21,2017-03-13,AstraZeneca
NCT02546323,Phase 3,2,A phase3 Study Measuring the Effect of Rosuvastatin 20 mg on Carotid Intima-Media Thickness in Chinese Subjects With Subclinical Atherosclerosis,"A Randomized, Double-blind, Placebo-controlled, Multicenter Parallel Group Phase 3 Study Measuring the Effect of Rosuvastatin 20 mg on Carotid Intima-Media Thickness in Chinese Subjects",543,2015-09-17,2019-01-31,AstraZeneca
NCT02648204,Phase 3,4,Efficacy and Safety of Semaglutide Versus Dulaglutide as add-on to Metformin in Subjects With Type 2 Diabetes.,Efficacy and Safety of Semaglutide Versus Dulaglutide as add-on to Metformin in Subjects With Type 2 Diabetes,1201,2016-01-06,2017-05-19,Novo Nordisk A/S
NCT02739984,Phase 3,2,A Study in Subjects With Type 2 Diabetes Mellitus With Hypercholesterolemia/Mixed Dyslipidemia,"A Double-blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate Safety, Tolerability, and Efficacy of Evolocumab (AMG 145) on LDL-C in Subjects With Type 2 Diabetes Mellitus and Hypercholesterolemia/Mixed Dyslipidemia",424,2016-05-17,2017-09-05,Amgen
NCT02863328,Phase 3,2,Efficacy and Safety of Oral Semaglutide Versus Empagliflozin in Subjects With Type 2 Diabetes Mellitus,Efficacy and Safety of Oral Semaglutide Versus Empagliflozin in Subjects With Type 2 Diabetes Mellitus,816,2016-08-10,2018-03-12,Novo Nordisk A/S
NCT03015220,Phase 3,4,Safety and Efficacy of Oral Semaglutide Versus Dulaglutide Both in Combination With One OAD (Oral Antidiabetic Drug) in Japanese Subjects With Type 2 Diabetes,Safety and Efficacy of Oral Semaglutide Versus Dulaglutide Both in Combination With One OAD in Japanese Subjects With Type 2 Diabetes,455,2017-01-10,2018-07-16,Novo Nordisk A/S
NCT00007683,Phase 3,3,Warfarin and Antiplatelet Therapy in Chronic Heart Failure,CSP #442 - Warfarin and Antiplatelet Therapy Study in Patients With Congestive Heart Failure (WATCH),1587,1998-10-01,2004-12-01,VA Office of Research and Development
NCT00047424,Phase 3,NA,Stop Atherosclerosis in Native Diabetics Study (SANDS),Stop Atherosclerosis in Native Diabetics Study (SANDS),NA,2002-09-01,2008-08-01,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT00048425,Phase 3,NA,Evaluation of Intravenous Levosimendan Efficacy in the Short Term Treatment of Decompensated Chronic Heart Failure.,"Randomized, Multicenter Evaluation of Intravenous Levosimendan Efficacy Versus Placebo in the Short Term Treatment of Decompensated Chronic Heart Failure: the REVIVE II Study.",600,2002-09-01,2004-12-01,Abbott
NCT00048568,Phase 3,3,A Phase III Study of Abatacept (BMS-188667) in Patients With Active Rheumatoid Arthritis and Inadequate Response to Methotrexate,"A Phase 3, Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study and Open-Label Study to Evaluate the Efficacy and Safety of Abatacept in Combination Therapy With Methotrexate Versus Methotrexate Alone in Subjects With Active Rheumatoid Arthritis and Inadequate Response to Methotrexate",1250,2002-12-01,2009-10-01,Bristol-Myers Squibb
NCT00062556,Phase 3,NA,Effect of Niacin ER/Lovastatin on Peak Walking Time & Claudication Onset Time in Patients With Intermittent Claudication,Effect of Niacin ER/Lovastatin on Peak Walking Time and Claudication Onset Time in Patients With Intermittent Claudication,366,2003-01-01,2006-03-01,Kos Pharmaceuticals
NCT00069784,Phase 3,4,The ORIGIN Trial (Outcome Reduction With Initial Glargine Intervention),"A Multicenter, International Randomized, 2x2 Factorial Design Study to Evaluate the Effects of Lantus (Insulin Glargine) Versus Standard Care, and of Omega-3 Fatty Acids Versus Placebo, in Reducing Cardiovascular Morbidity and Mortality in High Risk People With Impaired Fasting Glucose (IFG), Impaired Glucose Tolerance (IGT) or Early Type 2 Diabetes Mellitus: The ORIGIN Trial (Outcome Reduction With Initial Glargine Intervention)",12537,2003-08-01,2011-12-01,Sanofi
NCT00082381,Phase 3,2,Effect of AC2993 Compared With Insulin Glargine in Patients With Type 2 Diabetes Also Using Combination Therapy With Sulfonylurea and Metformin,Effect of AC2993 (Synthetic Exendin-4) Compared With Insulin Glargine in Patients With Type 2 Diabetes Also Using Combination Therapy With Sulfonylurea and Metformin,551,2003-06-01,2008-07-01,AstraZeneca
NCT00092157,Phase 3,NA,Effectiveness of Two Approved Drugs in Lowering High Cholesterol (0733-224),"A Multicenter, Randomized, Double-Blind, Parallel Group Study to Evaluate the Tolerability and Efficacy of the Co-Administration of Simvastatin 20 mg/Day and Fenofibrate 160 mg/Day Compared to Simvastatin 20 mg/Day Alone for 12 Weeks of Treatment in Patients With Combined Hyperlipidemia-Simvastatin and Fenofibrate Efficacy Trial (SAFARI)",571,2002-05-01,2003-03-04,Merck Sharp & Dohme Corp.
NCT00094302,Phase 3,2,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,Treatment of Preserved Cardiac Function Heart Failure With an Aldosterone Antagonist (TOPCAT),3445,2006-08-01,2013-06-01,New England Research Institutes
NCT00095238,Phase 3,2,Irbesartan in Heart Failure With Preserved Systolic Function (I-Preserve),Irbesartan in Heart Failure With Preserved Systolic Function (I-Preserve),4128,2002-06-01,2008-07-01,Bristol-Myers Squibb
