id,nct_id,agency_class,lead_or_collaborator,name
2939788,NCT00377819,Industry,lead,Amgen
2939806,NCT00377676,Industry,lead,VeroScience
2939810,NCT00377637,Industry,lead,Hoffmann-La Roche
2939811,NCT00377637,Industry,collaborator,Aspreva Pharmaceuticals
2939978,NCT00376272,Other,lead,Gruppo di Ricerca GISSI
2940068,NCT00375388,Other,lead,"Bethesda General Hospital, Hoogeveen"
2940069,NCT00375388,Industry,collaborator,Takeda
2940070,NCT00375388,Industry,collaborator,LifeScan
2940071,NCT00375388,Industry,collaborator,Merck KGaA
2940072,NCT00375388,Industry,collaborator,Dupont Merck
2940073,NCT00375388,Industry,collaborator,Merck Sharp & Dohme Corp.
2940074,NCT00375388,Industry,collaborator,Novo Nordisk A/S
2940084,NCT00375284,Industry,lead,Boehringer Ingelheim
2940300,NCT00373685,Industry,lead,Pfizer
2940326,NCT00373451,Other,lead,Deutsches Herzzentrum Muenchen
2940452,NCT00372216,Other,lead,Stiftung Institut fuer Herzinfarktforschung
2940453,NCT00372216,Industry,collaborator,Bristol-Myers Squibb
2940454,NCT00372216,Industry,collaborator,Sanofi
2940519,NCT00371683,Industry,lead,Bristol-Myers Squibb
2940800,NCT00368979,Industry,lead,GlaxoSmithKline
2940875,NCT00368277,Industry,lead,Novartis Pharmaceuticals
2940897,NCT00368134,Industry,lead,Novartis
2940900,NCT00368108,Industry,lead,Eisai Inc.
2940981,NCT00367315,Industry,lead,Novartis
2940994,NCT00367211,Industry,lead,POZEN
2941024,NCT00366938,Industry,lead,Novartis
2941081,NCT00366301,Other,lead,Brigham and Women's Hospital
2941082,NCT00366301,Industry,collaborator,Sanofi
2941119,NCT00365950,Other,lead,British Thoracic Society
2941184,NCT00365352,Industry,lead,"XenoPort, Inc."
2941203,NCT00365170,Industry,lead,Novo Nordisk A/S
2941351,NCT00363896,Industry,lead,AstraZeneca
2941354,NCT00363857,Industry,lead,GlaxoSmithKline
2941442,NCT00362960,Industry,lead,Sankyo Pharma Gmbh
2941511,NCT00362323,Industry,lead,Solvay Pharmaceuticals
2941520,NCT00362232,Industry,lead,Bayer
2941552,NCT00361959,Industry,lead,GlaxoSmithKline
2941560,NCT00361894,Industry,lead,Bayer
2941576,NCT00361699,Other,lead,"Translational Research Informatics Center, Kobe, Hyogo, Japan"
2941577,NCT00361699,Other,collaborator,"Ministry of Health, Labour and Welfare, Japan"
2941578,NCT00361699,Other,collaborator,Hiroshima University
2941579,NCT00361699,Other,collaborator,Osaka University
2941601,NCT00361530,Other,lead,"Translational Research Informatics Center, Kobe, Hyogo, Japan"
2941602,NCT00361530,Other,collaborator,"Ministry of Health, Labour and Welfare, Japan"
2941603,NCT00361530,Other,collaborator,Hiroshima University
2941604,NCT00361530,Other,collaborator,National Cerebral and Cardiovascular Center
2941627,NCT00361335,Industry,lead,"Centocor, Inc."
2941628,NCT00361335,Industry,collaborator,Schering-Plough
2941755,NCT00360308,Industry,lead,Eisai Limited
2941800,NCT00359905,Industry,lead,Recordati Industria Chimica e Farmaceutica S.p.A.
2941810,NCT00359788,Industry,lead,Boehringer Ingelheim
2941813,NCT00359762,Industry,lead,AstraZeneca
2941814,NCT00359762,Industry,collaborator,Eli Lilly and Company
2941880,NCT00359112,Industry,lead,GlaxoSmithKline
2941961,NCT00358436,Industry,lead,AstraZeneca
2941989,NCT00358176,Industry,lead,Sanofi
2941990,NCT00358176,Industry,collaborator,Procter and Gamble
2942228,NCT00356096,Industry,lead,Boehringer Ingelheim
2942256,NCT00355849,Industry,lead,Eli Lilly and Company
2942257,NCT00355849,Industry,collaborator,"Alkermes, Inc."
2942283,NCT00355667,Other,lead,Hyogo College of Medicine
2942284,NCT00355667,Other,collaborator,"Ministry of Health, Labour and Welfare, Japan"
2942356,NCT00354939,Industry,lead,Sanofi
2942404,NCT00354458,Industry,lead,"NovaCardia, Inc."
2942405,NCT00354458,Industry,collaborator,Merck Sharp & Dohme Corp.
2942476,NCT00353912,Industry,lead,Novartis
2942509,NCT00353587,Industry,lead,"CymaBay Therapeutics, Inc."
2942689,NCT00351884,Industry,lead,Novartis Pharmaceuticals
2942916,NCT00350168,Industry,lead,Novartis
2942990,NCT00349531,Industry,lead,Boehringer Ingelheim
2943088,NCT00348712,Industry,lead,Novo Nordisk A/S
2943110,NCT00348504,Industry,lead,Abbott
2943111,NCT00348504,Industry,collaborator,"Orion Corporation, Orion Pharma"
2943131,NCT00348309,Industry,lead,GlaxoSmithKline
2943148,NCT00348140,Industry,lead,GlaxoSmithKline
2943242,NCT00347360,Industry,lead,GlaxoSmithKline
2943269,NCT00347100,Industry,lead,Sanofi
2943362,NCT00346216,Industry,lead,Pfizer
2943363,NCT00346216,Other,collaborator,The Cleveland Clinic
2943583,NCT00344110,Industry,lead,Novartis
2943594,NCT00343980,Industry,lead,Novo Nordisk A/S
2943638,NCT00343551,Industry,lead,Novartis
2943670,NCT00343252,Industry,lead,Eli Lilly and Company
2944117,NCT00338260,Industry,lead,Merck Sharp & Dohme Corp.
2944131,NCT00338143,Industry,lead,"Genentech, Inc."
2944133,NCT00338117,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2944134,NCT00338117,Industry,collaborator,Shire
2944189,NCT00337558,Industry,lead,Astellas Pharma Inc
2944190,NCT00337558,Industry,collaborator,Astellas Pharma Europe B.V.
2944354,NCT00336336,Other,lead,Gruppo di Ricerca GISSI
2944427,NCT00335699,Industry,lead,AstraZeneca
2944483,NCT00335166,Industry,lead,Solvay Pharmaceuticals
2944505,NCT00334958,Industry,lead,Eisai Inc.
2944578,NCT00334386,Industry,lead,Ferrer Internacional S.A.
2944670,NCT00333489,Industry,lead,Novartis
2944716,NCT00333151,Industry,lead,Novo Nordisk A/S
2944719,NCT00333112,Industry,lead,Astellas Pharma Inc
2944849,NCT00332020,Industry,lead,Bayer
2944861,NCT00331851,Industry,lead,Novo Nordisk A/S
2944905,NCT00331604,Industry,lead,Novo Nordisk A/S
2944915,NCT00331487,Industry,lead,Takeda
2944916,NCT00331487,Industry,collaborator,Eli Lilly and Company
2944949,NCT00331149,Industry,lead,GlaxoSmithKline
2944985,NCT00330850,Industry,lead,ProEthic Pharmaceuticals
2945029,NCT00330460,Industry,lead,Amgen
2945130,NCT00329628,Industry,lead,Bayer
2945134,NCT00329602,Industry,lead,GlaxoSmithKline
2945172,NCT00329238,Industry,lead,Boehringer Ingelheim
2945173,NCT00329225,Industry,lead,GlaxoSmithKline
2945180,NCT00329173,Industry,lead,AstraZeneca
2945237,NCT00328692,Industry,lead,"NovaCardia, Inc."
2945238,NCT00328692,Industry,collaborator,Merck Sharp & Dohme Corp.
2945245,NCT00328627,Industry,lead,Takeda
2945257,NCT00328523,Industry,lead,Merck Sharp & Dohme Corp.
2945347,NCT00327691,Industry,lead,Pfizer
2945383,NCT00327418,Industry,lead,Pfizer
2945384,NCT00327418,Other,collaborator,Diabetes UK
2945385,NCT00327418,Other,collaborator,"Department of Health, United Kingdom"
2945410,NCT00327145,Industry,lead,Novartis
2945427,NCT00327015,Industry,lead,AstraZeneca
2945526,NCT00326053,Industry,lead,AstraZeneca
2945552,NCT00325806,Industry,lead,Sanofi
2945570,NCT00325676,Industry,lead,Takeda
2945601,NCT00325442,Industry,lead,United Therapeutics
2945606,NCT00325403,Industry,lead,United Therapeutics
2945607,NCT00325390,Industry,lead,Sanofi
2945608,NCT00325390,Industry,collaborator,Daiichi Pharmaceuticals
2945706,NCT00324363,Industry,lead,AstraZeneca
2945707,NCT00324363,Industry,collaborator,Eli Lilly and Company
2945944,NCT00322257,Industry,lead,Novo Nordisk A/S
2945956,NCT00322153,Industry,lead,Forest Laboratories
2945974,NCT00321984,Industry,lead,Takeda
2946004,NCT00321737,Industry,lead,Takeda
2946184,NCT00319995,Industry,lead,Merck Sharp & Dohme Corp.
2946362,NCT00318461,Industry,lead,Novo Nordisk A/S
2946365,NCT00318422,Industry,lead,Novo Nordisk A/S
2946633,NCT00316095,Industry,lead,Boehringer Ingelheim
2946634,NCT00316082,Industry,lead,AstraZeneca
2946805,NCT00314860,Industry,lead,GlaxoSmithKline
2946842,NCT00314574,Industry,lead,"Genentech, Inc."
2946985,NCT00313313,Industry,lead,AstraZeneca
2946993,NCT00313209,Industry,lead,AstraZeneca
2947017,NCT00313001,Industry,lead,Novo Nordisk A/S
2947116,NCT00312104,Industry,lead,Novo Nordisk A/S
2947126,NCT00312013,Industry,lead,GlaxoSmithKline
2947144,NCT00311896,Other,lead,"Clinica Universidad de Navarra, Universidad de Navarra"
2947145,NCT00311896,Other,collaborator,Laboratorio farmacéutico ROVI
2947154,NCT00311818,Industry,lead,Sanofi
2947159,NCT00311753,Industry,lead,Novartis Pharmaceuticals
2947160,NCT00311740,Industry,lead,Novartis
2947199,NCT00311402,Industry,lead,Boehringer Ingelheim
2947202,NCT00311363,Industry,lead,"XenoPort, Inc."
2947393,NCT00309777,Industry,lead,Kowa Research Europe
2947396,NCT00309751,Industry,lead,Kowa Research Europe
2947397,NCT00309738,Industry,lead,Kowa Research Europe
2947450,NCT00309244,Industry,lead,Mannkind Corporation
2947557,NCT00308347,Industry,lead,Merck Sharp & Dohme Corp.
2947659,NCT00307437,Industry,lead,"Centocor Research & Development, Inc."
2947747,NCT00306696,Industry,lead,GlaxoSmithKline
2947752,NCT00306644,Industry,lead,GlaxoSmithKline
2947927,NCT00305162,Industry,lead,The Medicines Company
2948122,NCT00303459,Industry,lead,Actelion
2948335,NCT00301574,Industry,lead,Janssen Pharmaceutical K.K.
2948352,NCT00301392,Other,lead,Tokyo University
2948459,NCT00300482,Industry,lead,Abbott
2948460,NCT00300469,Industry,lead,Abbott
2948461,NCT00300456,Industry,lead,Abbott
2948463,NCT00300430,Industry,lead,Abbott
2948490,NCT00300196,Industry,lead,Neurobiological Technologies
2948566,NCT00299546,Industry,lead,"Centocor, Inc."
2948567,NCT00299546,Industry,collaborator,Schering-Plough
2948636,NCT00299130,Industry,lead,"Genentech, Inc."
2948637,NCT00299130,Industry,collaborator,Hoffmann-La Roche
2948639,NCT00299104,Industry,lead,"Genentech, Inc."
2948640,NCT00299104,Industry,collaborator,Hoffmann-La Roche
2948646,NCT00299013,Industry,lead,Alizyme
2948863,NCT00297115,Industry,lead,AstraZeneca
2948864,NCT00297102,Industry,lead,AstraZeneca
2948867,NCT00297063,Industry,lead,GlaxoSmithKline
2948928,NCT00296530,Industry,lead,GlaxoSmithKline
2948932,NCT00296491,Industry,lead,GlaxoSmithKline
2948941,NCT00296387,Industry,lead,AstraZeneca
2948960,NCT00296218,Industry,lead,Sanofi
2948961,NCT00296218,Industry,collaborator,Bristol-Myers Squibb
2949035,NCT00295633,Industry,lead,AstraZeneca
2949140,NCT00294723,Industry,lead,Novo Nordisk A/S
2949141,NCT00294710,Industry,lead,Novartis
2949531,NCT00291330,Industry,lead,Boehringer Ingelheim
2949572,NCT00290927,Industry,lead,Sanofi
2949645,NCT00290264,Industry,lead,AstraZeneca
2949679,NCT00290030,Industry,lead,Sanofi
2949698,NCT00289848,Industry,lead,Merck Sharp & Dohme Corp.
2949769,NCT00289198,Industry,lead,GlaxoSmithKline
2949945,NCT00287729,Industry,lead,"Genentech, Inc."
2949946,NCT00287716,Industry,lead,"Genentech, Inc."
2950051,NCT00286897,Industry,lead,Eisai Limited
2950101,NCT00286494,Industry,lead,Takeda
2950103,NCT00286468,Industry,lead,Takeda
2950104,NCT00286455,Industry,lead,Takeda
2950105,NCT00286442,Industry,lead,Takeda
2950106,NCT00286429,Industry,lead,Takeda
2950217,NCT00285519,Other,lead,Japan Heart Foundation
2950409,NCT00283751,Industry,lead,Novo Nordisk A/S
2950464,NCT00283335,U.S. Fed,lead,VA Office of Research and Development
2950465,NCT00283335,Industry,collaborator,Parke-Davis
2950466,NCT00283335,Other,collaborator,Fournier Labs
2950518,NCT00282932,Industry,lead,Pfizer
2950658,NCT00281593,Industry,lead,Boehringer Ingelheim
2950659,NCT00281580,Industry,lead,Boehringer Ingelheim
2950764,NCT00280696,Industry,lead,UCB Japan Co. Ltd.
2950783,NCT00280540,Industry,lead,Novartis
2950799,NCT00280371,Industry,lead,Dey
2950854,NCT00280059,Industry,lead,Pfizer
2950855,NCT00280046,Industry,lead,Novo Nordisk A/S
2950966,NCT00279201,Industry,lead,Eli Lilly and Company
2950987,NCT00279045,Industry,lead,GlaxoSmithKline
2951152,NCT00277472,Industry,lead,Novartis
2951164,NCT00277394,Industry,lead,LEO Pharma
2951176,NCT00277264,Industry,lead,Boehringer Ingelheim
2951275,NCT00276484,Industry,lead,Merck Sharp & Dohme Corp.
2951501,NCT00274638,Industry,lead,Boehringer Ingelheim
2951505,NCT00274612,Industry,lead,Boehringer Ingelheim
2951506,NCT00274599,Industry,lead,Boehringer Ingelheim
2951508,NCT00274573,Industry,lead,Boehringer Ingelheim
2951509,NCT00274560,Industry,lead,Boehringer Ingelheim
2951510,NCT00274547,Industry,lead,Boehringer Ingelheim
2951540,NCT00274274,Industry,lead,Novo Nordisk A/S
2951560,NCT00274079,Industry,lead,Boehringer Ingelheim
2951562,NCT00274053,Industry,lead,Boehringer Ingelheim
2951565,NCT00274014,Industry,lead,Boehringer Ingelheim
2951651,NCT00273299,Industry,lead,Novartis
2951679,NCT00273052,Industry,lead,GlaxoSmithKline
2951681,NCT00273026,Industry,lead,GlaxoSmithKline
2951709,NCT00272805,Other,lead,Cardiovascular Clinical Studies
2951710,NCT00272805,Industry,collaborator,GlaxoSmithKline
2951719,NCT00272701,Industry,lead,AstraZeneca
2951749,NCT00272454,Industry,lead,"Korea Otsuka Pharmaceutical Co., Ltd."
2951750,NCT00272454,Other,collaborator,Seoul National University Boramae Hospital
2951751,NCT00272454,Other,collaborator,"Korea Otsuka International Asia Arab Co., Ltd."
2951799,NCT00272090,Industry,lead,Sanofi
2951805,NCT00272012,Industry,lead,Sanofi
2951827,NCT00271817,Industry,lead,Merck Sharp & Dohme Corp.
2951867,NCT00271557,Industry,lead,"Scios, Inc."
2952007,NCT00270374,Industry,lead,"Scios, Inc."
2952051,NCT00269906,Industry,lead,"Centocor, Inc."
2952052,NCT00269893,Industry,lead,"Centocor, Inc."
2952054,NCT00269867,Industry,lead,"Centocor, Inc."
2952136,NCT00269191,Industry,lead,Merck Sharp & Dohme Corp.
2952201,NCT00268697,Industry,lead,Takeda
2952207,NCT00268632,Industry,lead,Sanofi
2952208,NCT00268632,Industry,collaborator,Procter and Gamble
2952260,NCT00268216,Industry,lead,GlaxoSmithKline
2952282,NCT00267969,Industry,lead,"Centocor Research & Development, Inc."
2952360,NCT00267215,Industry,lead,Novartis
2952365,NCT00267176,Industry,lead,Novartis Pharmaceuticals
2952478,NCT00266227,Industry,lead,"Genentech, Inc."
2952622,NCT00265096,Industry,lead,"Centocor, Inc."
2952623,NCT00265096,Industry,collaborator,Schering-Plough
2952624,NCT00265083,Industry,lead,"Centocor, Inc."
2952625,NCT00265083,Industry,collaborator,Schering-Plough
2952641,NCT00264901,Industry,lead,Novo Nordisk A/S
2952647,NCT00264849,Industry,lead,Novartis
2952648,NCT00264849,Industry,collaborator,"Genentech, Inc."
2952649,NCT00264849,Industry,collaborator,Tanox
2952679,NCT00264550,Industry,lead,"Centocor, Inc."
2952680,NCT00264550,Industry,collaborator,Schering-Plough
2952681,NCT00264537,Industry,lead,"Centocor, Inc."
2952682,NCT00264537,Industry,collaborator,Schering-Plough
2952724,NCT00264212,Industry,lead,Sanofi
2952725,NCT00264212,Industry,collaborator,Bristol-Myers Squibb
2952910,NCT00262600,Industry,lead,Boehringer Ingelheim
2952911,NCT00262600,Other,collaborator,Population Health Research Institute
2952912,NCT00262600,Other,collaborator,Uppsala University
2952955,NCT00262236,Industry,lead,Novartis
2952979,NCT00262054,Other,lead,Deutsches Herzzentrum Muenchen
2953032,NCT00261573,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2953104,NCT00260923,Industry,lead,Novartis
2953264,NCT00259792,Industry,lead,AstraZeneca
2953266,NCT00259766,Industry,lead,AstraZeneca
2953311,NCT00259428,Industry,lead,Sanofi
2953317,NCT00259376,Industry,lead,Sanofi
2953525,NCT00257686,Industry,lead,Kowa Research Europe
2953692,NCT00256204,Industry,lead,Teva Pharmaceutical Industries
2953698,NCT00256139,Industry,lead,Merck KGaA
2953804,NCT00255164,Industry,lead,Takeda
2953805,NCT00255151,Industry,lead,Takeda
2953828,NCT00254956,Industry,lead,Sanofi
2953829,NCT00254956,Industry,collaborator,Takeda
2954034,NCT00253227,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2954035,NCT00253214,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2954037,NCT00253188,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2954080,NCT00252863,Industry,lead,AstraZeneca
2954083,NCT00252824,Industry,lead,AstraZeneca
2954086,NCT00252785,Industry,lead,AstraZeneca
2954100,NCT00252668,Industry,lead,Wyeth is now a wholly owned subsidiary of Pfizer
2954189,NCT00251966,Industry,lead,AstraZeneca
2954192,NCT00251927,Industry,lead,AstraZeneca
2954194,NCT00251901,Industry,lead,AstraZeneca
2954201,NCT00251823,Other,lead,Ottawa Heart Institute Research Corporation
2954202,NCT00251823,Industry,collaborator,Schering-Plough
2954203,NCT00251823,Industry,collaborator,Medtronic
2954211,NCT00251758,Industry,lead,Takeda
2954212,NCT00251745,Industry,lead,Takeda
2954216,NCT00251719,Industry,lead,Takeda
2954217,NCT00251706,Other,lead,University of Calgary
2954218,NCT00251706,Other,collaborator,Heart and Stroke Foundation of Canada
2954219,NCT00251706,Industry,collaborator,Wyeth is now a wholly owned subsidiary of Pfizer
2954220,NCT00251693,Industry,lead,Takeda
2954224,NCT00251641,Industry,lead,Merck Sharp & Dohme Corp.
2954230,NCT00251576,Industry,lead,Merck Sharp & Dohme Corp.
2954307,NCT00251134,Other,lead,Stiftung Institut fuer Herzinfarktforschung
2954308,NCT00251134,Industry,collaborator,Trommsdorff GmbH & Co. KG
2954309,NCT00251134,Industry,collaborator,Pronova BioPharma
2954362,NCT00250679,Industry,lead,Sunovion
2954382,NCT00250445,Industry,lead,Merck Sharp & Dohme Corp.
2954433,NCT00249873,Industry,lead,Sanofi
2954434,NCT00249873,Industry,collaborator,Bristol-Myers Squibb
2954442,NCT00249795,Industry,lead,Sanofi
2954443,NCT00249795,Industry,collaborator,Bristol-Myers Squibb
2954514,NCT00249249,Industry,lead,Kowa Research Europe
2954744,NCT00247247,Industry,lead,"Orion Corporation, Orion Pharma"
2954794,NCT00246909,Industry,lead,Takeda
2955022,NCT00244842,Industry,lead,Aurinia Pharmaceuticals Inc.
2955051,NCT00244556,Industry,lead,Wyeth is now a wholly owned subsidiary of Pfizer
2955062,NCT00244426,Industry,lead,Pfizer
2955067,NCT00244387,Industry,lead,UCB Pharma
2955144,NCT00243724,Industry,lead,AstraZeneca
2955201,NCT00243178,Industry,lead,Sanofi
2955202,NCT00243178,Industry,collaborator,Bristol-Myers Squibb
2955238,NCT00242944,Other,lead,Kyoto University
2955239,NCT00242944,Other,collaborator,Yamaguchi University Hospital
2955240,NCT00242944,Other,collaborator,Juntendo University School of Medicine
2955257,NCT00242775,Industry,lead,AstraZeneca
2955275,NCT00242606,Other,lead,Philipps University Marburg Medical Center
2955276,NCT00242606,Industry,collaborator,UCB Pharma GmbH
2955297,NCT00242411,Industry,lead,AstraZeneca
2955306,NCT00242320,Industry,lead,AstraZeneca
2955307,NCT00242307,Industry,lead,AstraZeneca
2955308,NCT00242307,Industry,collaborator,Mitsubishi Tanabe Pharma Corporation
2955309,NCT00242294,Industry,lead,AstraZeneca
2955310,NCT00242294,Industry,collaborator,Mitsubishi Tanabe Pharma Corporation
2955401,NCT00241605,Industry,lead,GlaxoSmithKline
2955411,NCT00241488,Industry,lead,AstraZeneca
2955514,NCT00240474,Industry,lead,Boehringer Ingelheim
2955521,NCT00240448,Industry,lead,Boehringer Ingelheim
2955613,NCT00239538,Industry,lead,Boehringer Ingelheim
2955622,NCT00239421,Industry,lead,Boehringer Ingelheim
2955623,NCT00239408,Industry,lead,Boehringer Ingelheim
2955626,NCT00239369,Industry,lead,Boehringer Ingelheim
2955630,NCT00239330,Industry,lead,AstraZeneca
2955692,NCT00238784,Industry,lead,AstraZeneca
2955784,NCT00237887,Industry,lead,Abbott
2955865,NCT00237237,Industry,lead,Novartis
2955914,NCT00236717,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955919,NCT00236665,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955927,NCT00236574,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955928,NCT00236561,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955935,NCT00236509,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955943,NCT00236431,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2955947,NCT00236392,Industry,lead,"Janssen Pharmaceutica N.V., Belgium"
2955985,NCT00236028,Industry,lead,"Centocor, Inc."
2956016,NCT00235755,Industry,lead,GlaxoSmithKline
2956017,NCT00235755,Industry,collaborator,"Valeant Pharmaceuticals International, Inc."
2956021,NCT00235716,U.S. Fed,lead,VA Office of Research and Development
2956022,NCT00235716,Industry,collaborator,Forest Laboratories
2956023,NCT00235716,Industry,collaborator,"DSM Nutritional Products, Inc."
2956070,NCT00235248,Other,lead,Assistance Publique - Hôpitaux de Paris
2956071,NCT00235248,Other,collaborator,"National Health and Medical Research Council, Australia"
2956072,NCT00235248,Industry,collaborator,Sanofi
2956073,NCT00235248,Industry,collaborator,Bristol-Myers Squibb
2956096,NCT00235014,Industry,lead,Abbott
2956105,NCT00234897,Industry,lead,Abbott
2956107,NCT00234871,Industry,lead,Abbott
2956204,NCT00234065,Industry,lead,"Otsuka Pharmaceutical Co., Ltd."
2956274,NCT00233441,Industry,lead,Sanofi
2956367,NCT00232596,Industry,lead,GlaxoSmithKline
2956368,NCT00232596,Industry,collaborator,"Valeant Pharmaceuticals International, Inc."
2956430,NCT00232050,Industry,lead,Novartis
2956431,NCT00232050,Industry,collaborator,"Daiichi Sankyo Co., Ltd."
2956477,NCT00231738,Industry,lead,Kobe University
2956478,NCT00231738,Industry,collaborator,"Mochida Pharmaceutical Company, Ltd."
2956495,NCT00231595,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2956502,NCT00231556,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2956504,NCT00231530,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2956592,NCT00230698,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2956742,NCT00229424,Industry,lead,"Taiho Pharmaceutical Co., Ltd."
2956743,NCT00229424,Industry,collaborator,UCB Pharma
2956959,NCT00227318,Industry,lead,AstraZeneca
2957171,NCT00225589,Industry,lead,AstraZeneca
2957208,NCT00225277,Industry,lead,Takeda
2957209,NCT00225264,Industry,lead,Takeda
2957349,NCT00224146,Industry,lead,Watson Pharmaceuticals
2957351,NCT00224120,Industry,lead,Watson Pharmaceuticals
2957352,NCT00224107,Industry,lead,Watson Pharmaceuticals
2957548,NCT00222573,Other,lead,University of Oxford
2957549,NCT00222573,Industry,collaborator,Sanofi
2957550,NCT00222573,Industry,collaborator,AstraZeneca
2957600,NCT00222261,Other,lead,Ullevaal University Hospital
2957601,NCT00222261,Other,collaborator,The Norwegian Council for Cardiovascular Diseases.
2957602,NCT00222261,Other,collaborator,Ada and Hagbart Waages Humanitarian and Charity Foundation
2957603,NCT00222261,Other,collaborator,Alf and Aagot Helgesens Research Foundation.
2957762,NCT00221156,Other,lead,"Translational Research Informatics Center, Kobe, Hyogo, Japan"
2957763,NCT00221156,Other,collaborator,"Institute of Biomedical Research and Innovation, Kobe, Hyogo, Japan"
2957764,NCT00221156,Other,collaborator,Kobe City General Hospital
2957774,NCT00221104,Other,lead,"Translational Research Informatics Center, Kobe, Hyogo, Japan"
2957775,NCT00221104,Other,collaborator,"Ministry of Health, Labour and Welfare, Japan"
2957776,NCT00221104,Other,collaborator,Hiroshima University
2957812,NCT00220961,Other,lead,The University of Texas Health Science Center at San Antonio
2957813,NCT00220961,Other,collaborator,University of Texas
2957814,NCT00220961,Industry,collaborator,"Takeda Pharmaceuticals North America, Inc."
2957881,NCT00220415,Industry,lead,UCB Pharma
2957885,NCT00220363,Industry,lead,Pfizer
2957898,NCT00220233,Industry,lead,Sankyo Pharma Gmbh
2957899,NCT00220220,Industry,lead,Sankyo Pharma Gmbh
2957921,NCT00219973,Industry,lead,Rovi Pharmaceuticals Laboratories
2958026,NCT00219193,Industry,lead,Novartis
2958027,NCT00219180,Industry,lead,Novartis
2958028,NCT00219167,Industry,lead,Novartis
2958029,NCT00219154,Industry,lead,Novartis
2958030,NCT00219141,Industry,lead,Novartis Pharmaceuticals
2958031,NCT00219128,Industry,lead,Novartis
2958032,NCT00219115,Industry,lead,Novartis
2958033,NCT00219102,Industry,lead,Novartis
2958034,NCT00219089,Industry,lead,Novartis
2958035,NCT00219076,Industry,lead,Novartis
2958036,NCT00219063,Industry,lead,Novartis
2958038,NCT00219037,Industry,lead,Novartis
2958039,NCT00219024,Industry,lead,Novartis
2958320,NCT00216892,Industry,lead,LEO Pharma
2958348,NCT00216619,Industry,lead,"Janssen Pharmaceutica N.V., Belgium"
2958350,NCT00216593,Industry,lead,"Janssen Pharmaceutica N.V., Belgium"
2958515,NCT00215436,Industry,lead,Dey
2958771,NCT00213135,Industry,lead,EMD Serono
2958842,NCT00212810,Industry,lead,"Ortho-McNeil Neurologics, Inc."
2958849,NCT00212732,Industry,lead,Ono Pharmaceutical Co. Ltd
2958854,NCT00212667,Industry,lead,Ono Pharmaceutical Co. Ltd
2958855,NCT00212667,Industry,collaborator,Astellas Pharma Inc
2958970,NCT00211705,Industry,lead,Mitsukoshi Health and Welfare Foundation
2958971,NCT00211705,Industry,collaborator,"Daiichi Sankyo Co., Ltd."
2958972,NCT00211705,Other,collaborator,"Ministry of Health, Labour and Welfare, Japan"
2959078,NCT00210912,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2959079,NCT00210912,Industry,collaborator,"Ortho-McNeil Neurologics, Inc."
2959091,NCT00210821,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2959092,NCT00210821,Industry,collaborator,"Ortho-McNeil Neurologics, Inc."
2959431,NCT00208312,Industry,lead,Gilead Sciences
2959432,NCT00208312,Industry,collaborator,"Astellas Pharma US, Inc."
2959433,NCT00208299,Industry,lead,Gilead Sciences
2959434,NCT00208299,Industry,collaborator,"Astellas Pharma US, Inc."
2959502,NCT00207766,Industry,lead,"Centocor, Inc."
2959517,NCT00207662,Industry,lead,"Centocor, Inc."
2959702,NCT00206310,Industry,lead,AstraZeneca
2959714,NCT00206167,Industry,lead,AstraZeneca
2959715,NCT00206154,Industry,lead,AstraZeneca
2960030,NCT00203658,Other,lead,University of Calgary
2960031,NCT00203658,Other,collaborator,Canadian Institutes of Health Research (CIHR)
2960032,NCT00203658,Industry,collaborator,LEO Pharma
2960033,NCT00203658,Industry,collaborator,Dupont Applied Biosciences
2960045,NCT00203580,Other,lead,University of Calgary
2960046,NCT00203580,Other,collaborator,Canadian Institutes of Health Research (CIHR)
2960047,NCT00203580,Industry,collaborator,LEO Pharma
2960048,NCT00203580,Industry,collaborator,Dupont Applied Biosciences
2960103,NCT00203060,Industry,lead,"Teva Neuroscience, Inc."
2960105,NCT00203034,Industry,lead,Teva Pharmaceutical Industries
